Date,Open,High,Low,Close,Volume,Sentiment_Score,Sentiment_Magnitude,Sentiment_Volume,Sentiment_Trend,Sentiment_Volatility
2026-02-12 01:13:00,0.71372,0.71372,0.71371,0.71372,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:14:00,0.71371,0.71383,0.71371,0.71382,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:15:00,0.71382,0.71383,0.71378,0.7138,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:16:00,0.71379,0.71379,0.71376,0.71376,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:17:00,0.71375,0.71379,0.71375,0.71379,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:18:00,0.71378,0.71379,0.71374,0.71374,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:19:00,0.71372,0.71375,0.71371,0.71371,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:20:00,0.71374,0.71395,0.71371,0.71385,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:21:00,0.71384,0.71386,0.71369,0.71375,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:22:00,0.71373,0.71375,0.71359,0.71359,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:23:00,0.71358,0.7136,0.71358,0.71358,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:24:00,0.71358,0.71362,0.71358,0.71362,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:25:00,0.71361,0.71366,0.71361,0.71365,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:26:00,0.71363,0.71374,0.71363,0.71374,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:27:00,0.71381,0.71448,0.71374,0.71414,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:28:00,0.7141,0.71426,0.7141,0.71426,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:29:00,0.71427,0.71429,0.71425,0.71429,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:30:00,0.71432,0.71432,0.71384,0.71406,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:31:00,0.71407,0.71414,0.71405,0.71412,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:32:00,0.71409,0.71418,0.71409,0.71418,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:33:00,0.71418,0.71423,0.71418,0.71423,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:34:00,0.71422,0.71425,0.71422,0.71425,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:35:00,0.71425,0.71426,0.71422,0.71424,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:36:00,0.71421,0.71423,0.7141,0.7141,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:37:00,0.71411,0.71412,0.71393,0.71401,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:38:00,0.71402,0.71409,0.714,0.71406,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:39:00,0.71402,0.7142,0.71402,0.7142,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:40:00,0.71423,0.71449,0.71419,0.71436,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:41:00,0.71433,0.71447,0.71433,0.71447,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 01:42:00,0.71448,0.71465,0.71446,0.71459,1.0,0.0,0.0,0.0,0.0,0.0
