Date,Open,High,Low,Close,Volume,Sentiment_Score,Sentiment_Magnitude,Sentiment_Volume,Sentiment_Trend,Sentiment_Volatility
2026-02-11 22:52:00,0.09106,0.09108,0.09103,0.09105,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:53:00,0.09105,0.09105,0.0908,0.091,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:54:00,0.09097,0.091,0.09097,0.09099,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:55:00,0.09099,0.09104,0.09099,0.09103,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:56:00,0.09102,0.09104,0.09098,0.09099,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:57:00,0.091,0.09101,0.09098,0.09099,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:58:00,0.09099,0.09107,0.09099,0.09105,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 22:59:00,0.09106,0.09106,0.09096,0.09096,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:00:00,0.09095,0.091,0.09082,0.09091,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:01:00,0.09091,0.09094,0.09084,0.09093,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:02:00,0.09094,0.09101,0.09094,0.09101,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:03:00,0.091,0.09109,0.091,0.09102,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:04:00,0.09104,0.09109,0.09099,0.09109,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:05:00,0.0911,0.09114,0.09104,0.09114,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:06:00,0.09114,0.09124,0.09114,0.09124,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:07:00,0.09122,0.09122,0.09111,0.09114,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:08:00,0.09111,0.09112,0.09101,0.09109,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:09:00,0.09108,0.09115,0.09105,0.09114,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:10:00,0.09112,0.09112,0.09091,0.09097,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:11:00,0.09095,0.09097,0.09092,0.09092,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:12:00,0.09091,0.09091,0.0908,0.0908,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:13:00,0.0908,0.09096,0.09079,0.09096,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:14:00,0.09098,0.09098,0.09091,0.09094,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:15:00,0.09092,0.09092,0.0909,0.0909,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:16:00,0.09091,0.091,0.09091,0.091,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:17:00,0.091,0.09107,0.091,0.09107,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:18:00,0.09108,0.0911,0.09105,0.09106,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:19:00,0.09107,0.09107,0.091,0.09103,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:20:00,0.09104,0.09108,0.09063,0.09067,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:21:00,0.09069,0.09071,0.09051,0.09055,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:22:00,0.09057,0.09057,0.09042,0.09055,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:23:00,0.09053,0.09061,0.09052,0.09059,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:24:00,0.09061,0.09068,0.09058,0.09059,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:25:00,0.0906,0.09066,0.0905,0.09066,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:26:00,0.09066,0.09073,0.09064,0.09073,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:27:00,0.09073,0.09073,0.09067,0.09071,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:28:00,0.09069,0.0907,0.09063,0.09065,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:29:00,0.09066,0.09069,0.09063,0.09065,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:30:00,0.09065,0.09066,0.0906,0.09065,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:31:00,0.09066,0.09069,0.09056,0.09066,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:32:00,0.09064,0.09064,0.09059,0.09063,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:33:00,0.09061,0.09061,0.09052,0.0906,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:34:00,0.09059,0.09059,0.09055,0.09055,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:35:00,0.09054,0.09054,0.09044,0.09049,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:36:00,0.09049,0.0905,0.09044,0.0905,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:37:00,0.09049,0.0906,0.09049,0.09056,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:38:00,0.09056,0.09069,0.09056,0.09068,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:39:00,0.09069,0.0909,0.09069,0.0909,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:40:00,0.0909,0.09093,0.09089,0.0909,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:41:00,0.09091,0.09097,0.09089,0.09091,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:42:00,0.0909,0.09097,0.0909,0.09093,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:43:00,0.09093,0.091,0.09093,0.09098,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:44:00,0.09097,0.09097,0.09091,0.09095,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:45:00,0.09096,0.09105,0.09096,0.09101,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:46:00,0.09102,0.09106,0.091,0.09104,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:47:00,0.09102,0.09106,0.091,0.09106,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:48:00,0.09106,0.09109,0.09098,0.09101,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:49:00,0.09099,0.09099,0.09093,0.09093,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:50:00,0.09092,0.09093,0.09087,0.09092,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:51:00,0.09092,0.091,0.0909,0.091,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:52:00,0.09096,0.09104,0.09096,0.09101,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:53:00,0.091,0.09103,0.09095,0.09099,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:54:00,0.09097,0.09101,0.09097,0.09098,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:55:00,0.09097,0.09103,0.09094,0.09103,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:56:00,0.09104,0.09105,0.09102,0.09104,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:57:00,0.09103,0.09107,0.09102,0.09105,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:58:00,0.09107,0.09122,0.09106,0.09107,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-11 23:59:00,0.09106,0.09108,0.09103,0.09105,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:00:00,0.09107,0.09112,0.09106,0.09109,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:01:00,0.0911,0.0913,0.0911,0.0913,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:02:00,0.0913,0.09133,0.09127,0.09127,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:03:00,0.09127,0.09132,0.09121,0.09121,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:04:00,0.09122,0.09134,0.0912,0.09131,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:05:00,0.09134,0.09152,0.09134,0.09152,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:06:00,0.09148,0.09149,0.09141,0.09142,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:07:00,0.09142,0.09148,0.09138,0.09146,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:08:00,0.09145,0.09156,0.09143,0.09156,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:09:00,0.09151,0.09153,0.09143,0.09151,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:10:00,0.0915,0.0915,0.09138,0.09139,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:11:00,0.09137,0.09138,0.09134,0.09136,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:12:00,0.09133,0.09133,0.0913,0.09132,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:13:00,0.09133,0.09137,0.09132,0.09137,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:14:00,0.09136,0.09139,0.09136,0.09138,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:15:00,0.09138,0.09139,0.09136,0.09136,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:16:00,0.09137,0.09151,0.09137,0.09149,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:17:00,0.09147,0.09153,0.09146,0.09147,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:18:00,0.09149,0.09155,0.09144,0.09155,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:19:00,0.09155,0.09157,0.09151,0.09153,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:20:00,0.09155,0.09156,0.09147,0.09147,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:21:00,0.09146,0.09146,0.09133,0.09133,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:22:00,0.09132,0.09132,0.09121,0.09121,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:23:00,0.09124,0.09125,0.0912,0.09125,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:24:00,0.09126,0.0913,0.09126,0.0913,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:25:00,0.09128,0.09131,0.09125,0.09131,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:26:00,0.09131,0.09131,0.09128,0.09128,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-12 00:27:00,0.09128,0.09128,0.09114,0.09121,1.0,0.0,0.0,0.0,0.0,0.0
